appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
572910,Rakuen Original Soundtrack,Laura Shigihara,Laura Shigihara,,8,0,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Adventure, Indie, RPG",0,"{'Adventure': 21, 'RPG': 21, 'Indie': 21}"
572930,sZone - Evil Rabbit,Cybertime System,Cybertime System,,0,0,0,"0 .. 20,000",0,0,0,0,599,599,0,"Russian, English","Action, Free to Play, Massively Multiplayer, RPG",0,[]
572940,Bungo Stray Dogs: Fortune is Unpredictable and Mutable,,,,7,0,0,"0 .. 20,000",0,0,0,0,199,199,0,"English, Japanese",,0,"{'Anime': 29, 'Episodic': 22}"
572941,Bungo Stray Dogs: A Certain Bomb,,,,7,0,0,"0 .. 20,000",0,0,0,0,199,199,0,"English, Japanese",,0,"{'Anime': 29, 'Episodic': 22}"
572097,"Power Rangers: Dino Charge: Double Ranger, Double Danger",,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572098,Power Rangers: Dino Charge: When Logic Fails,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572099,Power Rangers: Dino Charge: The Royal Rangers,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572100,Power Rangers: Dino Charge: Breakout,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572101,Power Rangers: Dino Charge: Knight after Knights,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572102,Power Rangers: Dino Charge: Sync or Swim,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572103,Power Rangers: Dino Charge: True Black,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572104,Power Rangers: Dino Charge: Rise of a Ranger,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572105,Power Rangers: Dino Charge: No Matter How You Slice It,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572106,Power Rangers: Dino Charge: World Famous! (In New Zealand),,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572107,Power Rangers: Dino Charge: Deep Down Under,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572108,Power Rangers: Dino Charge: Wishing For a Hero,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572109,Power Rangers: Dino Charge: One More Energem,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572110,Power Rangers: Dino Charge: The Ghostest with the Mostest (Halloween Special),,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572111,Power Rangers: Dino Charge: Race to Rescue Christmas (Christmas Special),,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572120,Fantasy Grounds -  Forest of Fallen Giants (Map Pack),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,799,799,0,English,"Indie, RPG, Strategy",0,[]
572130,Flock VR,"Object Normal, Holojam","Object Normal, Holojam",,9,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Casual, Indie, Simulation",0,"{'Indie': 21, 'Casual': 21, 'Simulation': 20, 'VR': 9}"
572140,Koi Musubi Demo,Narrator,Narrator,,232,19,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, Traditional Chinese, Simplified Chinese","Adventure, Indie",0,"{'Indie': 39, 'Adventure': 30, 'Dating Sim': 28, 'Visual Novel': 24, 'Anime': 23, 'Cute': 19, 'Drama': 19}"
572150,Fallen Demo,BT Studios,BT Studios,,23,17,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Adventure, Indie",0,"{'Action': 33, 'Adventure': 32, 'Indie': 32, 'Platformer': 14, '2D': 13, '4 Player Local': 12, 'Local Multiplayer': 12, 'Aliens': 10, 'Story Rich': 10, 'Difficult': 10, 'Atmospheric': 10, 'Singleplayer': 10}"
572160,Golf for Workgroups,Cryptic Sea,Devolver Digital,,58,9,0,"0 .. 20,000",21,0,21,0,499,499,0,English,"Casual, Indie, Simulation, Sports, Early Access",0,"{'Sports': 25, 'Simulation': 24, 'Early Access': 24, 'Indie': 23, 'Casual': 23, 'Golf': 8}"
572170,DeadTruth: The Dark Path Ahead,Rukas Skirkevicius,Rukas Skirkevicius,,5,5,0,"0 .. 20,000",199,0,199,0,899,899,0,English,"Adventure, Indie",0,"{'Indie': 22, 'Adventure': 21, 'Horror': 5}"
572180,Zap Zone,Mighty Mob Games,Mighty Mob Games,,19,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Action, Casual, Indie",0,"{'Casual': 23, 'Action': 22, 'Indie': 22}"
572190,The Renegades of Orion 2.0 - Redux,"Halisson, badchrono",OtakuMaker.com,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,"English, Spanish","Action, Casual, Indie",0,[]
572200,Expect The Unexpected Demo,GoldenGod Games,GoldenGod Games,,47,23,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Casual, Indie, RPG, Strategy",0,"{'RPG': 35, 'Casual': 33, 'Indie': 31, 'Strategy': 24, 'Rogue-like': 15, 'Fantasy': 13, 'Turn-Based Strategy': 12, 'Survival': 11, 'Turn-Based Combat': 11, 'Action RPG': 9, 'Turn-Based': 5}"
572210,Learn Japanese To Survive - Hiragana Battle - Study Guide,Sleepy Duck,Sleepy Duck,,0,0,0,"0 .. 20,000",0,0,0,0,179,299,40,English,"Adventure, Indie, RPG, Strategy",0,[]
572220,MageQuit,Bowlcut Studios,Bowlcut Studios,,265,10,0,"0 .. 20,000",0,0,0,0,1499,1499,0,English,"Action, Indie, Strategy",5,"{'Indie': 42, 'Strategy': 41, 'Action': 34, 'Local Multiplayer': 24, 'MOBA': 21, 'Multiplayer': 21, 'Magic': 12, 'Physics': 10}"
572240,Snake 3D Adventures,"Ino-Co Plus, Variags",AkPublish,,17,4,0,"0 .. 20,000",0,0,0,0,199,199,0,"English, Russian, French, German, Simplified Chinese, Korean, Portuguese, Japanese","Action, Adventure, Casual",0,"{'Casual': 25, 'Action': 23, 'Adventure': 23, 'Retro': 9}"
572280,MAGICALSPIRAL ORIGINAL SOUND TRACK,Broken Desk,Sekai Project,,0,0,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, Japanese","Action, Adventure, Casual, Indie",0,[]
572290,The Existence Abstract,Soot DE Games,Soot DE Games,,1,1,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Action, Indie",0,"{'Action': 31, 'Indie': 31, 'VR': 14, 'Procedural Generation': 11, 'Shooter': 10, 'Rogue-lite': 8, 'Rogue-like': 6}"
572300,Nyheim,Happy Hobgoblin,Happy Hobgoblin,,47,19,0,"0 .. 20,000",0,0,0,0,399,399,0,"English, Finnish",Strategy,0,"{'Strategy': 24, 'Board Game': 6, 'Singleplayer': 6, 'Survival': 6, 'Difficult': 5, 'Rogue-lite': 5}"
572310,Street Warriors Online: Police & Bikers (Skin Pack),Crazy Rocks Studios,Crazy Rocks Studios,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,"English, Polish, German, Spanish, Russian, Simplified Chinese, Turkish","Violent, Action, Free to Play, Indie, Massively Multiplayer, Sports",0,"{'Action': 21, 'Free to Play': 21, 'Massively Multiplayer': 21, 'Indie': 21, 'Sports': 21, 'Violent': 21}"
572311,Street Warriors Online: Foolery Set (Skin Pack),Crazy Rocks Studios,Crazy Rocks Studios,,2,0,0,"0 .. 20,000",0,0,0,0,299,299,0,"English, Polish, German, Spanish, Russian, Simplified Chinese, Turkish","Violent, Action, Free to Play, Indie, Massively Multiplayer, Sports",0,"{'Action': 21, 'Massively Multiplayer': 21, 'Indie': 21, 'Sports': 21, 'Violent': 21, 'Free to Play': 20}"
572330,The Fan,Ezhaac Studio,Plug In Digital,,63,32,0,"0 .. 20,000",0,0,0,0,599,599,0,"English, French",Adventure,0,"{'Violent': 26, 'Adventure': 25, 'FMV': 9}"
572340,Disastr_Blastr - Soundtrack_to_Disastr,Dog Theory,,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,English,"Action, Indie",0,"{'Action': 21, 'Indie': 21}"
572350,Craftmas,Freeform Labs,MANDT VR,,2,1,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Design & Illustration, Early Access",0,"{'Early Access': 22, 'Design & Illustration': 21, 'VR': 5}"
572380,DARIUSBURST Chronicle Saviours - Side Arms Hyper Dyne,"Pyramid, Chara-Ani, G.rev Ltd.",Degica,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, Japanese, French, Italian, German, Spanish, Russian, Portuguese-Brazil",Action,0,{'Action': 21}
572381,DARIUSBURST Chronicle Saviours - Varth: Operation Thunderstorm,"Pyramid, Chara-Ani, G.rev Ltd.",Degica,,2,1,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, Japanese, French, Italian, German, Spanish, Russian, Portuguese-Brazil",Action,0,{'Action': 21}
572382,DARIUSBURST Chronicle Saviours - Progear,"Pyramid, Chara-Ani, G.rev Ltd.",Degica,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, Japanese, French, Italian, German, Spanish, Russian, Portuguese-Brazil",Action,0,{'Action': 21}
572400,RPG Maker MV - Samurai Classics Music Resource Pack,Bittersweet Entertainment,Degica,,2,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,"English, French, Italian, German, Spanish, Portuguese-Brazil, Russian, Japanese, Korean, Traditional Chinese","Design & Illustration, Web Publishing",0,"{'Design & Illustration': 21, 'Web Publishing': 21}"
572410,Steel Division: Normandy 44,Eugen Systems,Paradox Interactive,,3718,1365,0,"200,000 .. 500,000",627,1,816,1,3999,3999,0,"English, French, German, Russian, Simplified Chinese, Spanish - Spain","Action, Simulation, Strategy",113,"{'World War II': 219, 'Strategy': 213, 'RTS': 185, 'Military': 135, 'Simulation': 126, 'Action': 118, 'Multiplayer': 106, 'Tactical': 104, 'War': 97, 'Wargame': 62, 'Singleplayer': 57, 'Real Time Tactics': 43, 'Historical': 36, 'Open World': 18, 'Co-op': 15, 'Real-Time': 14, 'Realistic': 14, 'Tanks': 13, 'Replay Value': 11, 'Real-Time with Pause': 10}"
572420,sZone - Bear Mask,Cybertime System,Cybertime System,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,"Russian, English","Action, Free to Play, Massively Multiplayer, RPG",0,[]
571750,SVRVIVE: The Deus Helix - Christmas DLC,SVRVIVE Studios,SVRVIVE Studios,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Adventure, Indie",0,"{'Adventure': 21, 'Indie': 21}"
571760,Blood Bowl 2 - Chaos Dwarfs,Cyanide Studios,Focus Home Interactive,,10,4,0,"0 .. 20,000",0,0,0,0,699,699,0,"English, French, German, Spanish, Polish, Russian","Violent, Sports, Strategy",0,"{'Violent': 23, 'Strategy': 22, 'Sports': 22}"
571761,Blood Bowl 2 - Khemri,Cyanide Studios,Focus Home Interactive,,6,2,0,"0 .. 20,000",0,0,0,0,699,699,0,"English, French, German, Spanish, Polish, Russian","Violent, Sports, Strategy",0,"{'Strategy': 21, 'Sports': 21, 'Violent': 21}"
571810,Uno - Winter Theme,Ubisoft Entertainment,,,47,10,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, French, Italian, German, Spanish, Russian, Japanese, Simplified Chinese, Traditional Chinese, Dutch, Portuguese-Brazil",Casual,0,"{'Casual': 41, 'Multiplayer': 31, 'Free to Play': 23}"
571820,Toxic Terror Episode 2: The Lich's Lair,Fascimania,Fascimania,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,English,"Action, Adventure, Indie",0,[]
571850,Investigator - New Year DLC,AdroVGames,,,4,3,0,"0 .. 20,000",0,0,0,0,99,99,0,"English, Russian","Adventure, Indie, Simulation",0,"{'Adventure': 21, 'Indie': 21, 'Simulation': 21}"
571860,Galactic Core: The Lost Fleet (VR),Portal Studios,Portal Studios,,9,9,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Casual, Indie",0,"{'Casual': 30, 'Action': 21, 'Indie': 21, 'Futuristic': 10, 'Shooter': 10, 'VR': 10, 'Aliens': 10, 'FPS': 10}"
571870,Little Jack's Adventures,Mihai Morosanu,Mihai Morosanu,,21,18,0,"20,000 .. 50,000",212,0,230,0,99,99,0,English,"Action, Adventure, Indie",0,"{'Indie': 25, 'Action': 22, 'Adventure': 22}"
571880,Angels with Scaly Wings,Radical Phi,Radical Phi,,1150,25,0,"20,000 .. 50,000",823,0,823,0,999,999,0,English,"Adventure, Indie, RPG, Simulation",9,"{'Dragons': 170, 'Visual Novel': 130, 'Dating Sim': 103, 'Story Rich': 88, 'Choices Matter': 82, 'Psychological Horror': 77, 'Indie': 71, 'Mystery': 67, 'Drama': 63, 'Adventure': 61, 'Choose Your Own Adventure': 56, 'Crime': 52, 'Singleplayer': 49, 'RPG': 46, 'Simulation': 45, 'Sexual Content': 44, 'Sci-fi': 43, 'Anime': 35, 'Violent': 33, 'Memes': 33}"
571890,ShapeLab,Leopoly,Leopoly,,38,12,0,"0 .. 20,000",0,0,0,0,1999,1999,0,English,"Animation & Modeling, Design & Illustration, Early Access",1,"{'Animation & Modeling': 22, 'Design & Illustration': 21, 'Early Access': 20, 'VR': 6, 'VR Only': 1}"
571900,Fantasy Grounds - Shadowpunk (Token Pack),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
571920,Gallagher: That's Stupid,,,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,Movie,0,"{'Comedy': 25, 'Movie': 21}"
571930,Huntwatch,Lionsgate,,,0,0,0,"0 .. 20,000",0,0,0,0,1049,1049,0,English,Documentary,0,[]
571940,USS Indianapolis: The Making of USS Indianapolis:Men of Courage,,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,[]
571950,The Whole Truth: Photo Gallery,,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,[]
571960,Tyto Ecology - Alaskan Tundra Ecosystem,Immersed Games,Immersed Games,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Casual, Indie, Simulation, Strategy",0,"{'Strategy': 22, 'Casual': 22, 'Simulation': 22, 'Indie': 21}"
571970,American Pastoral: Adapting an American Classic,,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,[]
571971,American Pastoral: Making the American Dream,,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,[]
571980,Tyler Perry's Boo! A Medea Halloween: Why we love Madea!,,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,[]
571981,Tyler Perry's Boo! A Medea Halloween: Boo! From the Crew,,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,,0,[]
571990,Michael Ian Black: Very Famous,,,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,0,English,Movie,0,{'Movie': 21}
572010,No Way Out,Rafael Farias,Fiassink Games,,38,47,0,"20,000 .. 50,000",377,0,377,0,49,99,51,English,"Action, Adventure, Indie",2,"{'Action': 23, 'Adventure': 22, 'Indie': 22, 'Open World': 10, 'Female Protagonist': 7, 'Zombies': 5}"
572020,Darwin's Demons,Polymorphic Games,"Polymorphic Games, University of Idaho",,27,4,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Casual, Indie, Simulation",0,"{'Action': 66, 'Indie': 66, 'Simulation': 64, 'Casual': 58, 'Science': 10}"
572030,DOA5LR High Society Costume Set,"Team NINJA, KOEI TECMO GAMES CO., LTD.",,,2,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,"English, French, Italian, German, Spanish, Japanese, Korean, Traditional Chinese","Sexual Content, Violent, Action",0,"{'Sexual Content': 23, 'Action': 21, 'Violent': 21}"
572040,Felis,Jose Pedro Díaz,Jose Pedro Díaz,,21,10,0,"0 .. 20,000",0,0,0,0,399,399,0,English,"Action, Adventure, Casual, Indie",0,"{'Action': 24, 'Adventure': 24, 'Casual': 23, 'Indie': 22, 'Platformer': 5}"
572050,Call to Power II,Activision,Activision,,25,21,0,"0 .. 20,000",0,0,0,0,599,599,0,English,Strategy,13,"{'Strategy': 25, 'Turn-Based Strategy': 7, '4X': 5}"
572060,Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (PFRPG),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Indie, RPG, Strategy",0,[]
572070,Fantasy Grounds - Islands of Plunder: Spices and Flesh (PFRPG),"SmiteWorks USA, LLC",,,0,0,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Indie, RPG, Strategy",0,[]
572080,Power Rangers: Dino Charge,Lionsgate,,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Episodic,0,[]
572090,Power Rangers: Dino Charge: Powers From The Past,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572091,"Power Rangers: Dino Charge: Past, Present and Fusion",,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572092,Power Rangers: Dino Charge: A Fools Hour,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572093,Power Rangers: Dino Charge: Return of The Caveman,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572094,Power Rangers: Dino Charge: Breaking Black,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572095,Power Rangers: Dino Charge: The Tooth Hurts,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
572096,Power Rangers: Dino Charge: Let Sleeping Zords Lie,,,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,,0,[]
571270,FPV Air Tracks Demo,Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.,,52,104,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Free to Play, Indie, Racing, Simulation",0,"{'Racing': 38, 'Free to Play': 26, 'Simulation': 24, 'Indie': 22, 'Difficult': 12, 'Multiplayer': 5}"
571290,Kingdoms Rise - Aerial Pack,Flyleap Studios Pty. Ltd.,,,0,0,0,"0 .. 20,000",0,0,0,0,199,199,0,English,"Violent, Action, Indie, RPG",0,[]
571330,Idioctopus,BadgerHammer,BadgerHammer,,8,0,0,"0 .. 20,000",0,0,0,0,699,699,0,"English, Spanish - Spain, Japanese","Casual, Indie",0,"{'Casual': 22, 'Indie': 21, 'Puzzle': 13}"
571340,Seeking Evil: The Wendigo,Copybugpaste,Copybugpaste,,31,25,0,"0 .. 20,000",218,0,218,0,499,499,0,English,"Action, Adventure, Indie",0,"{'Indie': 23, 'Gore': 23, 'Violent': 23, 'Action': 22, 'Adventure': 22, 'Horror': 17}"
571350,DED,"L. Stotch, Vladimir Soldatov","L. Stotch, Vladimir Soldatov",,403,91,0,"50,000 .. 100,000",128,0,128,0,0,0,0,"English, Russian, German, Spanish - Spain","Action, Free to Play, Indie",1,"{'Free to Play': 58, 'Indie': 51, 'Action': 45, 'Pixel Graphics': 32, '2D': 26, ""Shoot 'Em Up"": 23, 'Difficult': 20, 'Retro': 18, 'Short': 17, 'Fast-Paced': 15, 'Singleplayer': 9, 'Early Access': 6}"
571410,Shadow Tactics: Blades of the Shogun - Artbook & Strategy Guide,Mimimi Productions,Daedalic Entertainment,,21,2,0,"0 .. 20,000",0,0,0,0,149,299,50,"English, German","Indie, Strategy",0,"{'Strategy': 21, 'Indie': 21}"
571430,Drone Hero,Neuston AB,Neuston AB,,37,4,0,"0 .. 20,000",0,0,0,0,999,999,0,English,"Action, Indie, Simulation, Sports",2,"{'Action': 32, 'Simulation': 32, 'Indie': 31, 'Sports': 31, 'VR': 14}"
571440,Angel Express (Tokkyu Tenshi) - OST,Easy Game Station,"Rockin' Android, Inc. ",,3,0,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, Japanese",Indie,0,{'Indie': 21}
571470,Sceal OST,Joint Custody,,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,English,"Adventure, Casual, Indie",0,[]
571480,Scrap Garden Demo,"Egidijus Bachur, Alexey Davydov",Flazm,,234,90,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, French, German, Spanish, Japanese, Polish, Russian, Simplified Chinese","Action, Adventure, Indie",0,"{'Indie': 52, 'Adventure': 51, 'Action': 51, 'Robots': 36, 'Exploration': 34, 'Third Person': 32, 'Post-apocalyptic': 31, 'Family Friendly': 31, '3D Platformer': 30, 'Atmospheric': 30, 'Cute': 30, 'Singleplayer': 29, 'Dragons': 28, 'Controller': 26, 'Physics': 20, 'Casual': 18, 'Short': 15, 'Platformer': 9, 'Puzzle-Platformer': 8}"
571490,Tomato Jones Demo,HA Studio Ltd.,HA Studio Ltd.,,119,24,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Adventure, Casual, Indie",0,"{'Action': 25, 'Adventure': 24, 'Casual': 24, 'Indie': 22, 'Puzzle': 7, 'Platformer': 6, 'Memes': 5}"
571500,Magic Hour,Wolf In Motion Ltd,Wolf In Motion Ltd,,6,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Adventure, Simulation, Early Access",0,"{'Adventure': 21, 'Simulation': 21, 'Early Access': 20, 'VR': 9}"
571520,Kalaban,Rayhouse Productions,GRM Software,,27,24,0,"0 .. 20,000",153,0,153,0,999,999,0,English,"Action, Adventure, Indie",1,"{'Adventure': 34, 'Action': 33, 'Indie': 33, 'Horror': 8}"
571530,Superdimension Neptune VS Sega Hard Girls,"IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International,,731,47,0,"50,000 .. 100,000",1281,0,1281,0,1999,1999,0,"English, Japanese, Traditional Chinese","Action, RPG",5,"{'RPG': 151, 'Action': 132, 'Anime': 61, 'JRPG': 53, 'Female Protagonist': 45, 'Cute': 42, 'Singleplayer': 24, 'Turn-Based': 20, 'Adventure': 15, 'Great Soundtrack': 13, 'Nudity': 10, 'Sexual Content': 10, 'Visual Novel': 9, 'Strategy': 8}"
571550,Hawks Tactical,LYS,Indie,,3,2,0,"0 .. 20,000",0,0,0,0,399,399,0,"English, French","Adventure, Indie, RPG, Strategy",0,"{'Adventure': 22, 'Indie': 21, 'RPG': 21, 'Strategy': 20, 'RPGMaker': 8}"
571580,Akihabara - Feel the Rhythm - Soundtrack,JMJ Interactive,JMJ Interactive,,0,1,0,"0 .. 20,000",0,0,0,0,399,399,0,English,Indie,0,"{'Indie': 21, 'Music': 12, 'Rhythm': 11, 'Soundtrack': 11}"
571600,Hacksaw Ridge,Lionsgate,,,34,2,0,"0 .. 20,000",0,0,0,0,1799,1799,0,English,"Violent, Gore, Movie",0,"{'Gore': 21, 'Violent': 21, 'Movie': 21, 'World War II': 13, 'War': 12, 'Action': 11, 'Faith': 10}"
571610,Hunt: The Unknown Quarry - Full Version,,,,1,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,English,"Indie, Strategy",0,"{'Indie': 22, 'Strategy': 21}"
571630,Puzzle Island VR,Interaction Ideas GmbH,Interaction Ideas GmbH,,19,8,0,"0 .. 20,000",0,0,0,0,499,499,0,English,Casual,0,"{'Casual': 31, 'Puzzle': 14, 'VR': 14, 'Physics': 12, 'Adventure': 11, 'Indie': 11, 'Early Access': 11, 'Music': 11, 'Relaxing': 11, 'Great Soundtrack': 11, 'Exploration': 11, 'First-Person': 11, 'Atmospheric': 11, 'Singleplayer': 11, 'Family Friendly': 11, 'VR Only': 1}"
571640,Spaceman Sparkles 3 Demo,tjern,tjern,,24,2,0,"0 .. 20,000",0,0,0,0,0,0,0,English,"Action, Adventure",0,"{'Action': 24, 'Space': 19, 'Cute': 13, 'Walking Simulator': 8}"
571660,Psyche Soldier VR,Single Step Games,Single Step Games,,5,2,0,"0 .. 20,000",0,0,0,0,499,499,0,English,"Action, Indie",0,"{'Action': 31, 'Indie': 30, 'VR': 18, 'Shooter': 10}"
571670,Heroine Anthem Zero - Original Soundtrack,WindThunder Studio,Shanghai Wishing Entertainment Limited,,3,1,0,"0 .. 20,000",0,0,0,0,499,499,0,"English, Japanese, Traditional Chinese, French, German, Korean","Adventure, Indie, RPG",0,"{'Adventure': 21, 'RPG': 21, 'Indie': 21, 'Side Scroller': 12, '2D': 11, 'Action RPG': 10}"
571690,Facerig Studio for Individual Creators,Holotech Studios,Holotech Studios,,3,5,0,"0 .. 20,000",0,0,0,0,29999,29999,0,"English, French, German, Spanish - Spain, Japanese, Romanian, Russian, Simplified Chinese, Italian","Animation & Modeling, Video Production",4,"{'Animation & Modeling': 23, 'Video Production': 20}"
571700,Kalaban Demo,Rayhouse Productions,Rayhouse Productions,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,English,Action,0,"{'Adventure': 23, 'Action': 22, 'Indie': 22, 'Horror': 6}"
571710,Arma 3 Laws of War,Bohemia Interactive,Bohemia Interactive,,639,45,0,"0 .. 20,000",0,0,0,0,1199,1199,0,"English, French, Italian, German, Spanish, Czech, Polish, Portuguese-Brazil, Russian, Japanese, Korean, Simplified Chinese, Traditional Chinese, Turkish","Violent, Gore, Action, Simulation, Strategy",0,"{'Simulation': 28, 'Strategy': 25, 'Action': 25, 'Violent': 22, 'Gore': 21}"
571720,One Piece: Unlimited World Red - Deluxe Edition,Ganbarion,BANDAI NAMCO Entertainment,,112,48,0,"0 .. 20,000",0,0,0,0,3999,3999,0,"English, French, Italian, German, Spanish - Spain, Traditional Chinese","Action, Adventure",4,"{'Adventure': 28, 'Action': 26, 'Anime': 18, 'Singleplayer': 10, 'Pirates': 7, 'Fighting': 7}"
571730,Ride 2 Free Bikes Pack 4,Milestone S.r.l.,Milestone S.r.l.,,15,0,0,"0 .. 20,000",0,0,0,0,0,0,0,"English, French, Italian, German, Spanish, Portuguese-Brazil","Racing, Simulation, Sports",0,"{'Simulation': 21, 'Racing': 21, 'Sports': 20}"
570790,New Frontier Days ~Founding Pioneers~,Arc System Works,Arc System Works,,7,16,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean, French, German",Simulation,1,"{'Simulation': 30, 'City Builder': 11, 'Singleplayer': 10, 'Building': 9, 'Cute': 9, 'Base-Building': 9}"
570800,Memory's Dogma CODE:01 - Original Soundtrack,Liz-Arts,Sekai Project,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,"English, Japanese","Adventure, Casual, Indie",0,"{'Adventure': 21, 'Indie': 21, 'Casual': 21}"
570810,Rage Quest: The Worst Game,Kyle Hughart,Kyle Hughart,,11,0,0,"0 .. 20,000",0,0,0,0,299,299,0,English,"Adventure, Indie, RPG",0,"{'Adventure': 33, 'Indie': 32, 'RPG': 31, 'RPGMaker': 14, 'Satire': 12, 'Comedy': 12}"
570820,Dusty Raging Fist,PD Design Studio,PD Design Studio,,14,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,"English, Japanese, French, Italian, German, Spanish - Spain, Simplified Chinese","Action, Adventure, Indie",0,"{'Action': 35, 'Indie': 32, 'Adventure': 31, ""Beat 'em up"": 6, 'Local Co-Op': 5, '2D': 5}"
570830,Trainz 2019 DLC: Chicago North Western GE Dash 9 44CW,N3V Games,,,0,0,0,"0 .. 20,000",0,0,0,0,1299,1299,0,"English, French, Italian, German, Spanish - Spain, Russian",Simulation,0,[]
